order_id,customer_id,product_id,order_date,quantity,discount_percent,revenue,profit,city
1245,763,1014,2025-06-24,3,0,10908.0,3120.0,Ahmedabad
1246,63,1003,2025-11-26,4,10,134258.4,33714.4,Bengaluru
1247,101,1013,2024-07-27,1,0,7814.0,1442.0,Ahmedabad
1248,509,1007,2024-05-29,3,5,15364.35,2137.35,Pune
1249,123,1008,2024-07-31,3,0,13905.0,3963.0,Ahmedabad
1250,342,1020,2025-10-17,2,10,7369.2,2483.2,Delhi
1251,578,1007,2024-01-19,3,5,15364.35,2137.35,Mumbai
1252,406,1006,2025-03-01,4,5,21625.8,3337.8,Bengaluru
1253,457,1012,2024-12-12,2,5,5346.6,1312.6,Ahmedabad
1254,632,1017,2024-08-23,1,15,1802.85,462.85,Ahmedabad
1255,54,1007,2024-12-27,3,0,16173.0,2946.0,Ahmedabad
1256,779,1014,2025-10-22,1,0,3636.0,1040.0,Delhi
1257,733,1004,2025-05-30,2,0,88462.0,36396.0,Mumbai
1258,213,1014,2025-09-04,1,0,3636.0,1040.0,Bengaluru
1259,514,1016,2024-12-23,2,0,1360.0,258.0,Delhi
1260,165,1007,2025-09-29,1,0,5391.0,982.0,Bengaluru
1261,494,1018,2024-07-22,2,0,14242.0,3778.0,Hyderabad
1262,581,1007,2024-08-25,2,0,10782.0,1964.0,Ahmedabad
1263,673,1011,2024-05-01,2,0,2110.0,818.0,Bengaluru
1264,524,1003,2024-06-22,1,0,37294.0,12158.0,Mumbai
1265,702,1007,2025-07-25,4,0,21564.0,3928.0,Delhi
1266,755,1013,2025-05-29,2,0,15628.0,2884.0,Pune
1267,657,1015,2025-08-31,1,10,2671.2,987.2,Chennai
1268,7,1002,2025-01-20,1,5,52236.7,15375.7,Kolkata
1269,505,1019,2024-04-09,4,0,28716.0,11976.0,Pune
1270,321,1016,2025-01-28,4,10,2448.0,244.0,Hyderabad
1271,68,1012,2024-03-29,2,0,5628.0,1594.0,Bengaluru
1272,112,1001,2024-07-06,2,0,31790.0,6146.0,Chennai
1273,331,1003,2025-02-25,3,5,106287.9,30879.9,Hyderabad
1274,671,1017,2025-08-24,2,5,4029.9,1349.9,Ahmedabad
1275,693,1017,2025-03-02,3,5,6044.85,2024.85,Bengaluru
1276,607,1018,2024-11-29,1,0,7121.0,1889.0,Pune
1277,122,1003,2025-05-02,4,15,126799.6,26255.6,Bengaluru
1278,471,1002,2025-05-23,1,5,52236.7,15375.7,Bengaluru
1279,256,1014,2025-11-21,2,10,6544.8,1352.8,Mumbai
1280,553,1014,2024-07-19,1,0,3636.0,1040.0,Hyderabad
1281,603,1014,2024-03-28,1,5,3454.2,858.2,Delhi
1282,287,1013,2024-02-11,4,0,31256.0,5768.0,Pune
1283,535,1005,2024-03-19,4,0,269284.0,117080.0,Bengaluru
1284,111,1004,2025-11-24,1,5,42019.45,15986.45,Mumbai
1285,575,1016,2025-07-07,2,0,1360.0,258.0,Hyderabad
1286,71,1010,2025-07-12,2,0,5276.0,2176.0,Ahmedabad
1287,387,1002,2025-04-07,4,15,186952.4,39508.4,Mumbai
1288,287,1017,2024-08-23,4,5,8059.8,2699.8,Pune
1289,6,1014,2024-03-28,1,10,3272.4,676.4,Chennai
1290,400,1005,2025-10-26,1,5,63954.95,25903.95,Chennai
1291,83,1015,2024-07-09,4,0,11872.0,5136.0,Ahmedabad
1292,790,1009,2024-10-07,1,0,4923.0,2185.0,Mumbai
1293,648,1013,2024-04-23,4,0,31256.0,5768.0,Mumbai
1294,244,1006,2025-04-23,4,5,21625.8,3337.8,Chennai
1295,784,1007,2024-01-09,4,0,21564.0,3928.0,Hyderabad
1296,177,1002,2025-12-01,2,0,109972.0,36250.0,Mumbai
1297,278,1010,2025-08-13,4,10,9496.8,3296.8,Chennai
1298,459,1011,2024-12-12,3,0,3165.0,1227.0,Chennai
1299,524,1008,2025-01-28,3,0,13905.0,3963.0,Mumbai
1300,612,1012,2025-11-11,2,0,5628.0,1594.0,Bengaluru
1301,129,1013,2025-01-01,1,15,6641.9,269.9,Pune
1302,707,1005,2024-07-26,4,0,269284.0,117080.0,Pune
1303,11,1012,2024-07-26,1,0,2814.0,797.0,Mumbai
1304,271,1005,2024-08-17,2,0,134642.0,58540.0,Chennai
1305,626,1015,2025-08-01,2,0,5936.0,2568.0,Pune
1306,166,1012,2024-02-07,4,0,11256.0,3188.0,Delhi
1307,690,1008,2025-07-31,2,0,9270.0,2642.0,Kolkata
1308,784,1007,2025-12-25,4,5,20485.8,2849.8,Hyderabad
1309,453,1015,2024-04-09,2,5,5639.2,2271.2,Mumbai
1310,464,1020,2024-02-13,4,15,13919.6,4147.6,Bengaluru
1311,746,1010,2025-10-07,4,10,9496.8,3296.8,Hyderabad
1312,585,1019,2024-04-16,3,5,20460.15,7905.15,Mumbai
1313,17,1018,2024-06-23,3,0,21363.0,5667.0,Delhi
1314,523,1008,2025-02-24,2,0,9270.0,2642.0,Ahmedabad
1315,533,1018,2024-12-18,1,10,6408.9,1176.9,Delhi
1316,215,1012,2024-07-19,4,10,10130.4,2062.4,Hyderabad
1317,424,1018,2025-06-15,1,15,6052.85,820.85,Ahmedabad
1318,244,1019,2025-12-23,3,10,19383.3,6828.3,Chennai
1319,535,1006,2025-07-10,2,20,9105.6,-38.4,Bengaluru
1320,5,1011,2024-07-19,4,0,4220.0,1636.0,Bengaluru
1321,263,1014,2024-02-23,1,0,3636.0,1040.0,Chennai
1322,572,1011,2025-03-28,2,0,2110.0,818.0,Pune
1323,732,1010,2024-06-05,3,10,7122.6,2472.6,Hyderabad
1324,511,1008,2024-06-11,1,0,4635.0,1321.0,Ahmedabad
1325,648,1011,2024-05-13,2,0,2110.0,818.0,Mumbai
1326,452,1006,2025-05-01,2,10,10243.8,1099.8,Delhi
1327,168,1003,2025-10-27,2,15,63399.8,13127.8,Bengaluru
1328,610,1015,2024-02-29,4,0,11872.0,5136.0,Kolkata
1329,726,1009,2024-10-06,3,5,14030.55,5816.55,Mumbai
1330,241,1018,2025-01-06,3,0,21363.0,5667.0,Mumbai
1331,197,1017,2024-01-24,1,5,2014.95,674.95,Kolkata
1332,718,1015,2024-06-28,1,20,2374.4,690.4,Kolkata
1333,351,1008,2024-06-07,4,5,17613.0,4357.0,Delhi
1334,200,1019,2024-01-13,3,10,19383.3,6828.3,Kolkata
1335,473,1006,2025-07-17,1,0,5691.0,1119.0,Pune
1336,39,1004,2024-09-21,3,10,119423.7,41324.7,Pune
1337,692,1014,2025-12-17,3,10,9817.2,2029.2,Delhi
1338,80,1015,2024-05-16,2,5,5639.2,2271.2,Kolkata
1339,659,1016,2024-12-19,4,10,2448.0,244.0,Chennai
1340,222,1003,2024-02-01,4,0,149176.0,48632.0,Mumbai
1341,783,1015,2025-04-10,2,10,5342.4,1974.4,Bengaluru
1342,350,1013,2024-05-03,4,0,31256.0,5768.0,Bengaluru
1343,216,1006,2025-06-21,3,15,14512.05,796.05,Kolkata
1344,135,1014,2024-03-14,2,10,6544.8,1352.8,Hyderabad
1345,53,1008,2024-10-01,3,0,13905.0,3963.0,Mumbai
1346,770,1016,2025-05-08,2,10,1224.0,122.0,Pune
1347,650,1006,2024-06-13,1,20,4552.8,-19.2,Ahmedabad
1348,497,1008,2024-03-20,1,5,4403.25,1089.25,Delhi
1349,716,1019,2025-02-12,4,15,24408.6,7668.6,Kolkata
1350,55,1004,2024-07-13,4,5,168077.8,63945.8,Mumbai
1351,406,1011,2025-05-04,2,0,2110.0,818.0,Bengaluru
1352,162,1017,2025-01-18,4,0,8484.0,3124.0,Ahmedabad
1353,105,1020,2024-02-03,4,10,14738.4,4966.4,Chennai
1354,124,1001,2025-11-20,2,5,30200.5,4556.5,Bengaluru
1355,299,1015,2025-10-04,1,5,2819.6,1135.6,Mumbai
1356,268,1014,2025-01-20,4,15,12362.4,1978.4,Pune
1357,475,1001,2024-06-11,3,15,40532.25,2066.25,Pune
1358,727,1008,2025-09-18,2,10,8343.0,1715.0,Delhi
1359,750,1011,2024-04-30,2,0,2110.0,818.0,Pune
1360,408,1001,2025-03-06,3,5,45300.75,6834.75,Pune
1361,734,1013,2025-07-21,4,10,28130.4,2642.4,Bengaluru
1362,70,1019,2024-10-27,2,0,14358.0,5988.0,Bengaluru
1363,327,1017,2024-07-07,3,5,6044.85,2024.85,Bengaluru
1364,425,1017,2025-04-11,3,15,5408.55,1388.55,Bengaluru
1365,214,1005,2025-07-04,3,0,201963.0,87810.0,Bengaluru
1366,604,1013,2025-03-26,2,5,14846.6,2102.6,Hyderabad
1367,785,1017,2025-09-21,2,10,3817.8,1137.8,Mumbai
1368,142,1009,2025-10-06,3,10,13292.1,5078.1,Pune
1369,367,1011,2025-12-25,4,0,4220.0,1636.0,Bengaluru
1370,436,1002,2025-05-11,2,10,98974.8,25252.8,Delhi
1371,686,1012,2025-12-08,4,10,10130.4,2062.4,Bengaluru
1372,416,1015,2025-06-10,1,10,2671.2,987.2,Chennai
1373,63,1005,2025-07-04,1,0,67321.0,29270.0,Bengaluru
1374,101,1014,2024-12-09,2,0,7272.0,2080.0,Ahmedabad
1375,229,1012,2025-07-30,3,0,8442.0,2391.0,Delhi
1376,207,1012,2025-02-22,1,0,2814.0,797.0,Mumbai
1377,367,1003,2024-11-09,4,15,126799.6,26255.6,Bengaluru
1378,289,1019,2025-03-12,3,15,18306.45,5751.45,Delhi
1379,155,1010,2024-06-19,4,0,10552.0,4352.0,Pune
1380,769,1013,2024-06-12,2,0,15628.0,2884.0,Pune
1381,110,1010,2025-11-26,3,20,6331.2,1681.2,Mumbai
1382,320,1008,2025-07-21,3,5,13209.75,3267.75,Bengaluru
1383,234,1002,2024-06-11,3,5,156710.1,46127.1,Mumbai
1384,584,1012,2024-12-16,1,0,2814.0,797.0,Hyderabad
1385,449,1018,2025-11-22,4,0,28484.0,7556.0,Kolkata
1386,217,1002,2024-09-24,2,0,109972.0,36250.0,Pune
1387,164,1002,2025-12-09,1,10,49487.4,12626.4,Pune
1388,711,1020,2024-12-21,3,0,12282.0,4953.0,Bengaluru
1389,689,1013,2025-08-14,4,0,31256.0,5768.0,Pune
1390,297,1001,2024-04-09,2,0,31790.0,6146.0,Hyderabad
1391,799,1018,2024-01-12,4,15,24211.4,3283.4,Delhi
1392,187,1009,2025-04-01,4,10,17722.8,6770.8,Chennai
1393,764,1015,2025-11-05,1,5,2819.6,1135.6,Bengaluru
1394,163,1011,2024-11-03,1,5,1002.25,356.25,Hyderabad
1395,481,1013,2025-11-23,1,5,7423.3,1051.3,Pune
1396,356,1016,2024-03-20,4,0,2720.0,516.0,Hyderabad
1397,252,1014,2025-09-27,1,5,3454.2,858.2,Pune
1398,727,1007,2024-04-22,1,15,4582.35,173.35,Delhi
1399,748,1012,2025-10-16,4,20,9004.8,936.8,Bengaluru
1400,13,1015,2024-12-22,4,5,11278.4,4542.4,Mumbai
1401,291,1005,2025-08-24,1,15,57222.85,19171.85,Kolkata
1402,775,1014,2025-06-10,1,0,3636.0,1040.0,Hyderabad
1403,36,1017,2025-08-22,4,0,8484.0,3124.0,Hyderabad
1404,232,1006,2024-08-31,4,0,22764.0,4476.0,Kolkata
1405,336,1018,2025-10-10,2,10,12817.8,2353.8,Delhi
1406,381,1012,2024-08-31,1,0,2814.0,797.0,Ahmedabad
1407,578,1001,2025-11-06,2,5,30200.5,4556.5,Mumbai
1408,27,1003,2025-01-31,2,0,74588.0,24316.0,Hyderabad
1409,240,1001,2025-11-29,1,0,15895.0,3073.0,Chennai
1410,215,1014,2024-01-22,1,0,3636.0,1040.0,Hyderabad
1411,546,1005,2024-05-20,3,15,171668.55,57515.55,Pune
1412,75,1009,2024-07-03,4,10,17722.8,6770.8,Pune
1413,39,1005,2024-10-08,2,0,134642.0,58540.0,Pune
1414,764,1005,2024-04-21,2,0,134642.0,58540.0,Bengaluru
1415,421,1007,2025-08-08,1,20,4312.8,-96.2,Delhi
1416,9,1012,2025-06-14,4,0,11256.0,3188.0,Ahmedabad
1417,349,1018,2025-06-09,3,5,20294.85,4598.85,Chennai
1418,393,1006,2025-04-06,4,10,20487.6,2199.6,Ahmedabad
1419,532,1002,2024-11-26,3,10,148462.2,37879.2,Delhi
1420,283,1008,2024-09-16,1,10,4171.5,857.5,Pune
1421,683,1008,2025-12-16,4,0,18540.0,5284.0,Chennai
1422,784,1008,2024-07-09,3,0,13905.0,3963.0,Hyderabad
1423,680,1014,2024-06-11,1,5,3454.2,858.2,Pune
1424,150,1004,2024-12-21,4,20,141539.2,37407.2,Ahmedabad
1425,487,1010,2024-07-15,4,5,10024.4,3824.4,Bengaluru
1426,230,1004,2025-01-09,3,10,119423.7,41324.7,Pune
1427,579,1002,2024-03-05,2,0,109972.0,36250.0,Pune
1428,225,1017,2024-12-28,4,10,7635.6,2275.6,Bengaluru
1429,272,1014,2024-07-24,2,15,6181.2,989.2,Chennai
1430,317,1002,2025-06-03,2,20,87977.6,14255.6,Kolkata
1431,776,1005,2025-01-16,2,0,134642.0,58540.0,Bengaluru
1432,783,1015,2024-03-12,1,0,2968.0,1284.0,Bengaluru
1433,45,1007,2024-07-15,45,20,43128.0,-96.2,Mumbai
1434,524,1007,2024-06-01,3,5,15364.35,2137.35,Mumbai
1435,366,1015,2025-12-21,1,0,2968.0,1284.0,Mumbai
1436,351,1013,2025-09-13,2,0,15628.0,2884.0,Delhi
1437,709,1015,2025-08-14,4,5,11278.4,4542.4,Bengaluru
1438,624,1017,2025-04-16,2,0,4242.0,1562.0,Bengaluru
1439,311,1004,2025-08-14,2,0,88462.0,36396.0,Hyderabad
1440,246,1005,2025-02-12,2,15,114445.7,38343.7,Mumbai
1441,149,1006,2024-09-12,2,20,9105.6,-38.4,Hyderabad
1442,623,1012,2024-09-30,1,0,2814.0,797.0,Bengaluru
1443,204,1019,2025-07-14,3,0,21537.0,8982.0,Pune
1444,667,1016,2024-08-07,1,5,646.0,95.0,Mumbai
1445,798,1012,2025-07-03,1,0,2814.0,797.0,Chennai
1446,148,1001,2024-07-24,2,5,30200.5,4556.5,Kolkata
1447,262,1013,2025-07-26,3,5,22269.9,3153.9,Delhi
1448,244,1018,2025-07-22,1,0,7121.0,1889.0,Chennai
1449,589,1020,2025-12-13,1,0,4094.0,1651.0,Kolkata
1450,559,1008,2025-12-23,4,10,16686.0,3430.0,Ahmedabad
1451,591,1012,2024-03-23,3,0,8442.0,2391.0,Pune
1452,65,1009,2024-08-30,3,0,14769.0,6555.0,Ahmedabad
1453,298,1019,2025-04-15,1,10,6461.1,2276.1,Chennai
1454,547,1011,2025-05-02,4,0,4220.0,1636.0,Pune
1455,210,1016,2024-10-02,4,0,2720.0,516.0,Ahmedabad
1456,793,1011,2024-04-05,2,0,2110.0,818.0,Hyderabad
1457,127,1001,2025-08-04,1,10,14305.5,1483.5,Chennai
1458,651,1016,2024-02-22,1,0,680.0,129.0,Mumbai
1459,121,1014,2025-02-28,3,10,9817.2,2029.2,Bengaluru
1460,683,1015,2025-12-24,4,10,10684.8,3948.8,Chennai
1461,418,1017,2024-01-31,2,0,4242.0,1562.0,Hyderabad
1462,742,1015,2025-08-09,2,0,5936.0,2568.0,Chennai
1463,496,1014,2025-04-04,1,15,3090.6,494.6,Bengaluru
1464,138,1012,2025-09-22,4,0,11256.0,3188.0,Pune
1465,738,1002,2024-05-11,4,5,208946.8,61502.8,Hyderabad
1466,593,1006,2025-06-05,2,0,11382.0,2238.0,Hyderabad
1467,782,1007,2024-08-05,4,5,20485.8,2849.8,Hyderabad
1468,491,1003,2024-03-10,1,15,31699.9,6563.9,Bengaluru
1469,17,1018,2024-03-25,3,0,21363.0,5667.0,Delhi
1470,462,1010,2024-05-21,3,0,7914.0,3264.0,Kolkata
1471,618,1002,2025-05-14,3,0,164958.0,54375.0,Chennai
1472,70,1002,2024-07-20,3,5,156710.1,46127.1,Bengaluru
1473,204,1016,2025-05-10,3,0,2040.0,387.0,Pune
1474,720,1001,2024-09-06,4,5,60401.0,9113.0,Hyderabad
1475,7,1004,2025-06-02,1,15,37596.35,11563.35,Kolkata
1476,189,1015,2025-07-17,2,5,5639.2,2271.2,Chennai
1477,9,1010,2025-05-11,4,5,10024.4,3824.4,Ahmedabad
1478,592,1007,2024-07-11,2,0,10782.0,1964.0,Chennai
1479,766,1004,2024-12-18,1,0,44231.0,18198.0,Mumbai
1480,68,1018,2024-02-16,2,0,14242.0,3778.0,Bengaluru
1481,766,1019,2025-04-09,3,10,19383.3,6828.3,Mumbai
1482,535,1002,2024-07-06,2,0,109972.0,36250.0,Bengaluru
1483,507,1019,2024-03-05,2,0,14358.0,5988.0,Bengaluru
1484,21,1006,2025-01-31,3,0,17073.0,3357.0,Mumbai
1485,66,1003,2024-09-01,1,0,37294.0,12158.0,Mumbai
1486,521,1013,2024-08-01,2,0,15628.0,2884.0,Mumbai
1487,8,1002,2024-07-28,1,0,54986.0,18125.0,Kolkata
1488,470,1016,2025-05-04,1,5,646.0,95.0,Mumbai
1489,24,1006,2024-08-11,2,0,11382.0,2238.0,Delhi
1490,574,1007,2025-09-12,3,5,15364.35,2137.35,Mumbai
1491,411,1012,2024-04-30,1,10,2532.6,515.6,Ahmedabad
1492,134,1020,2025-02-23,3,5,11667.9,4338.9,Kolkata
1493,680,1015,2025-05-17,2,0,5936.0,2568.0,Pune
1494,747,1006,2025-09-19,1,10,5121.9,549.9,Mumbai
1495,204,1009,2024-06-13,1,5,4676.85,1938.85,Pune
1496,556,1011,2025-07-03,4,5,4009.0,1425.0,Mumbai
1497,19,1017,2025-06-22,3,5,6044.85,2024.85,Pune
1498,539,1003,2024-01-26,3,10,100693.8,25285.8,Pune
1499,505,1001,2024-12-27,1,15,13510.75,688.75,Pune
1500,78,1007,2024-09-08,2,5,10242.9,1424.9,Ahmedabad
1501,779,1009,2025-07-19,3,0,14769.0,6555.0,Delhi
1502,384,1020,2024-08-28,3,5,11667.9,4338.9,Delhi
1503,363,1017,2025-11-19,1,10,1908.9,568.9,Pune
1504,726,1020,2024-09-09,1,0,4094.0,1651.0,Mumbai
1505,438,1005,2024-07-15,3,0,201963.0,87810.0,Mumbai
1506,228,1003,2024-10-05,1,5,35429.3,10293.3,Bengaluru
1507,509,1017,2024-10-17,1,20,1696.8,356.8,Pune
1508,377,1019,2024-02-27,2,15,12204.3,3834.3,Kolkata
1509,42,1005,2025-03-20,2,10,121177.8,45075.8,Kolkata
1510,710,1014,2025-06-03,4,0,14544.0,4160.0,Mumbai
1511,398,1014,2024-08-10,2,10,6544.8,1352.8,Bengaluru
1512,49,1006,2024-07-18,2,0,11382.0,2238.0,Delhi
1513,29,1006,2025-01-12,4,10,20487.6,2199.6,Delhi
1514,707,1002,2024-12-12,2,5,104473.4,30751.4,Pune
1515,378,1012,2024-03-05,2,5,5346.6,1312.6,Hyderabad
1516,227,1016,2025-01-03,1,20,544.0,-7.0,Ahmedabad
1517,584,1002,2025-01-21,2,10,98974.8,25252.8,Hyderabad
1518,309,1013,2025-07-03,4,10,28130.4,2642.4,Pune
1519,546,1018,2024-09-21,1,0,7121.0,1889.0,Pune
1520,74,1019,2025-09-23,2,0,14358.0,5988.0,Kolkata
1521,264,1018,2024-07-30,4,0,28484.0,7556.0,Mumbai
1522,131,1004,2025-10-31,1,0,44231.0,18198.0,Kolkata
1523,13,1020,2024-01-23,2,10,7369.2,2483.2,Mumbai
1524,140,1005,2025-02-26,4,10,242355.6,90151.6,Delhi
1525,563,1018,2024-04-11,4,0,28484.0,7556.0,Mumbai
1526,337,1004,2025-06-27,1,5,42019.45,15986.45,Bengaluru
1527,222,1001,2024-06-10,3,5,45300.75,6834.75,Mumbai
1528,765,1014,2024-11-01,2,15,6181.2,989.2,Chennai
1529,46,1010,2024-02-20,3,0,7914.0,3264.0,Delhi
1530,446,1013,2025-07-17,1,0,7814.0,1442.0,Kolkata
1531,46,1017,2025-10-09,4,0,8484.0,3124.0,Delhi
1532,590,1020,2024-03-03,1,5,3889.3,1446.3,Hyderabad
1533,497,1012,2025-05-20,1,5,2673.3,656.3,Delhi
1534,125,1014,2025-07-09,3,10,9817.2,2029.2,Bengaluru
1535,203,1008,2025-09-21,3,10,12514.5,2572.5,Bengaluru
1536,286,1001,2025-01-26,4,5,60401.0,9113.0,Mumbai
1537,758,1006,2024-04-17,2,15,9674.7,530.7,Hyderabad
1538,365,1011,2024-10-23,2,5,2004.5,712.5,Bengaluru
1539,209,1003,2024-11-04,2,15,63399.8,13127.8,Hyderabad
1540,638,1006,2025-01-20,3,5,16219.35,2503.35,Delhi
1541,578,1012,2025-05-07,3,5,8019.9,1968.9,Mumbai
1542,359,1003,2025-11-25,2,0,74588.0,24316.0,Delhi
1543,324,1015,2025-02-13,2,5,5639.2,2271.2,Kolkata
1544,732,1020,2025-04-01,3,0,12282.0,4953.0,Hyderabad
1545,423,1004,2025-08-24,2,5,84038.9,31972.9,Pune
1546,531,1004,2024-05-07,2,0,88462.0,36396.0,Hyderabad
1547,150,1017,2025-03-04,1,10,1908.9,568.9,Ahmedabad
1548,723,1003,2025-02-12,1,10,33564.6,8428.6,Ahmedabad
1549,172,1015,2024-05-23,3,10,8013.6,2961.6,Chennai
1550,299,1020,2024-05-19,3,0,12282.0,4953.0,Mumbai
1551,662,1013,2025-01-18,1,0,7814.0,1442.0,Ahmedabad
1552,771,1005,2025-11-24,3,0,201963.0,87810.0,Mumbai
1553,269,1005,2024-09-06,4,15,228891.4,76687.4,Chennai
1554,672,1012,2024-02-17,3,5,8019.9,1968.9,Pune
1555,772,1002,2025-11-28,1,0,54986.0,18125.0,Mumbai
1556,796,1019,2025-05-22,2,5,13640.1,5270.1,Bengaluru
1557,300,1016,2025-12-19,2,0,1360.0,258.0,Chennai
1558,17,1007,2025-06-29,2,5,10242.9,1424.9,Delhi
1559,786,1015,2025-08-15,3,10,8013.6,2961.6,Ahmedabad
1560,133,1013,2025-03-13,2,5,14846.6,2102.6,Bengaluru
1561,354,1018,2025-06-02,3,0,21363.0,5667.0,Hyderabad
1562,309,1018,2024-08-04,3,5,20294.85,4598.85,Pune
1563,364,1012,2025-12-18,4,0,11256.0,3188.0,Delhi
1564,747,1007,2025-08-28,4,10,19407.6,1771.6,Mumbai
1565,615,1012,2025-09-01,3,5,8019.9,1968.9,Ahmedabad
1566,271,1006,2025-10-14,1,0,5691.0,1119.0,Chennai
1567,417,1001,2025-11-09,3,5,45300.75,6834.75,Hyderabad
1568,651,1004,2024-11-18,4,0,176924.0,72792.0,Mumbai
1569,400,1010,2025-11-07,4,5,10024.4,3824.4,Chennai
1570,709,1009,2025-08-17,4,0,19692.0,8740.0,Bengaluru
1571,178,1003,2025-01-28,1,5,35429.3,10293.3,Hyderabad
1572,599,1015,2025-01-26,2,5,5639.2,2271.2,Ahmedabad
1573,497,1001,2025-04-12,1,10,14305.5,1483.5,Delhi
1574,739,1010,2025-02-21,4,0,10552.0,4352.0,Mumbai
1575,758,1017,2025-09-10,1,0,2121.0,781.0,Hyderabad
1576,374,1005,2024-05-13,2,0,134642.0,58540.0,Hyderabad
1577,536,1001,2025-09-06,4,5,60401.0,9113.0,Pune
1578,294,1003,2025-08-08,4,5,141717.2,41173.2,Delhi
1579,451,1010,2025-07-29,3,0,7914.0,3264.0,Mumbai
1580,467,1005,2024-06-05,3,0,201963.0,87810.0,Kolkata
1581,77,1013,2025-04-06,1,10,7032.6,660.6,Ahmedabad
1582,263,1002,2024-11-21,4,0,219944.0,72500.0,Chennai
1583,401,1004,2024-10-03,1,0,44231.0,18198.0,Kolkata
1584,451,1016,2024-09-26,1,20,544.0,-7.0,Mumbai
1585,550,1005,2025-08-10,2,15,114445.7,38343.7,Delhi
1586,211,1015,2025-05-27,2,5,5639.2,2271.2,Chennai
1587,92,1001,2025-09-10,4,0,63580.0,12292.0,Hyderabad
1588,183,1007,2024-09-21,4,0,21564.0,3928.0,Mumbai
1589,499,1019,2025-11-05,2,5,13640.1,5270.1,Delhi
1590,504,1009,2024-09-04,4,15,16738.2,5786.2,Chennai
1591,224,1008,2025-10-28,3,15,11819.25,1877.25,Chennai
1592,787,1013,2025-05-03,1,10,7032.6,660.6,Pune
1593,760,1010,2024-11-27,3,5,7518.3,2868.3,Kolkata
1594,139,1019,2025-05-11,4,0,28716.0,11976.0,Delhi
1595,244,1013,2025-09-12,1,0,7814.0,1442.0,Chennai
1596,331,1003,2024-09-30,2,10,67129.2,16857.2,Hyderabad
1597,219,1019,2025-02-03,4,10,25844.4,9104.4,Hyderabad
1598,767,1012,2024-07-27,4,15,9567.6,1499.6,Ahmedabad
1599,182,1010,2025-06-03,4,0,10552.0,4352.0,Mumbai
1600,141,1004,2024-04-01,4,15,150385.4,46253.4,Kolkata
1601,542,1016,2024-01-28,2,0,1360.0,258.0,Kolkata
1602,202,1019,2025-04-30,3,0,21537.0,8982.0,Delhi
1603,788,1013,2025-12-21,3,10,21097.8,1981.8,Ahmedabad
1604,664,1001,2024-12-05,4,0,63580.0,12292.0,Kolkata
1605,39,1006,2024-03-09,20,0,159348.0,4476.0,Pune
1606,383,1007,2024-02-22,3,0,16173.0,2946.0,Bengaluru
1607,285,1014,2024-11-08,3,5,10362.6,2574.6,Ahmedabad
1608,449,1011,2024-05-29,2,0,2110.0,818.0,Kolkata
1609,312,1004,2024-01-08,4,5,168077.8,63945.8,Delhi
1610,221,1018,2024-07-16,3,0,21363.0,5667.0,Kolkata
1611,481,1014,2024-11-25,1,5,3454.2,858.2,Pune
1612,133,1014,2024-07-20,3,0,10908.0,3120.0,Bengaluru
1613,700,1004,2025-04-16,1,15,37596.35,11563.35,Pune
1614,104,1011,2025-06-03,4,10,3798.0,1214.0,Hyderabad
1615,124,1006,2025-04-14,4,5,21625.8,3337.8,Bengaluru
1616,656,1006,2024-12-04,3,5,16219.35,2503.35,Kolkata
1617,218,1007,2025-09-24,2,5,10242.9,1424.9,Chennai
1618,178,1005,2024-04-22,1,5,63954.95,25903.95,Hyderabad
1619,481,1001,2024-03-05,2,0,31790.0,6146.0,Pune
1620,478,1010,2025-10-06,2,5,5012.2,1912.2,Mumbai
1621,167,1002,2024-01-31,3,5,156710.1,46127.1,Hyderabad
1622,43,1006,2025-07-01,1,0,5691.0,1119.0,Kolkata
1623,704,1001,2025-03-03,2,0,31790.0,6146.0,Hyderabad
1624,379,1005,2024-02-12,2,0,134642.0,58540.0,Kolkata
1625,102,1005,2024-03-20,3,0,201963.0,87810.0,Bengaluru
1626,397,1001,2025-11-10,2,10,28611.0,2967.0,Delhi
1627,603,1020,2025-12-28,4,0,16376.0,6604.0,Delhi
1628,729,1016,2024-08-26,1,0,680.0,129.0,Kolkata
1629,8,1016,2024-06-02,2,10,1224.0,122.0,Kolkata
1630,36,1003,2025-06-23,4,0,149176.0,48632.0,Hyderabad
1631,341,1020,2025-02-11,3,0,12282.0,4953.0,Delhi
1632,4,1012,2024-02-03,2,0,5628.0,1594.0,Hyderabad
1633,462,1003,2024-01-28,4,10,134258.4,33714.4,Kolkata
1634,69,1009,2024-05-23,2,5,9353.7,3877.7,Delhi
1635,347,1002,2025-08-29,3,5,156710.1,46127.1,Mumbai
1636,583,1006,2024-11-28,3,10,15365.7,1649.7,Mumbai
1637,45,1011,2025-06-13,4,0,4220.0,1636.0,Mumbai
1638,286,1006,2025-08-12,2,15,9674.7,530.7,Mumbai
1639,545,1013,2024-08-23,1,15,6641.9,269.9,Pune
1640,469,1013,2025-09-20,3,10,21097.8,1981.8,Hyderabad
1641,117,1008,2024-01-30,3,0,13905.0,3963.0,Ahmedabad
1642,576,1002,2024-11-07,1,0,54986.0,18125.0,Kolkata
1643,664,1001,2025-07-10,2,0,31790.0,6146.0,Kolkata
1644,666,1012,2024-08-09,4,5,10693.2,2625.2,Mumbai
1645,468,1012,2025-06-09,1,15,2391.9,374.9,Kolkata
